TITLE	N-GQD_CA_NO2
1669,0881	87,8222
1670,0524	87,911
1671,0166	88,1223
1671,9808	88,4215
1672,9451	88,7764
1673,9093	89,1675
1674,8735	89,5423
1675,8378	89,8106
1676,8020	89,9078
1677,7662	89,8685
1678,7305	89,815
1679,6947	89,8707
1680,6589	90,0833
1681,6232	90,4085
1682,5874	90,7733
1683,5516	91,1694
1684,5159	91,5631
1685,4801	91,7868
1686,4443	91,7868
1687,4086	91,7119
1688,3728	91,7253
1689,3370	91,8971
1690,3013	92,2121
1691,2655	92,6128
1692,2297	93,0296
1693,1940	93,3896
1694,1582	93,6215
1695,1224	93,6865
1696,0867	93,6401
1697,0509	93,666
1698,0151	93,9746
1698,9794	94,5709
1699,9436	95,1744
1700,9078	95,4738
1701,8721	95,4002
1702,8363	95,1184
1703,8005	94,8595
1704,7648	94,7931
1705,7290	94,9694
1706,6932	95,3103
1707,6575	95,6692
1708,6217	95,9392
1709,5859	96,1102
1710,5502	96,2315
1711,5144	96,3483
1712,4786	96,4641
1713,4429	96,541
1714,4071	96,537
1715,3713	96,5043
1716,3356	96,6731
1717,2998	97,2141
1718,2640	97,8633
1719,2283	98,2522
1720,1925	98,3514
1721,1567	98,3412
1722,1210	98,3797
1723,0852	98,5259
1724,0494	98,7523
1725,0137	98,985
1725,9779	99,1528
1726,9421	99,2263
1727,9064	99,2277
1728,8706	99,2096
1729,8348	99,2187
1730,7991	99,2691
1731,7633	99,3518
1732,7275	99,4769
1733,6918	99,6554
1734,6560	99,7996
1735,6202	99,7936
1736,5845	99,6556
1737,5487	99,4923
1738,5129	99,3747
1739,4772	99,3011
1740,4414	99,2304
1741,4056	99,1272
1742,3699	98,9833
1743,3341	98,8137
1744,2983	98,6415
1745,2626	98,4828
1746,2268	98,3442
1747,1910	98,2402
1748,1553	98,2228
1749,1195	98,3693
1750,0837	98,6816
1751,0480	99,0228
1752,0122	99,2407
1752,9764	99,301
1753,9407	99,2633
1754,9049	99,2001
1755,8691	99,1554
1756,8334	99,1444
1757,7976	99,1629
1758,7618	99,1967
1759,7261	99,2303
1760,6903	99,2553
1761,6545	99,2728
1762,6188	99,2858
1763,5830	99,295
1764,5472	99,3026
1765,5115	99,3127
1766,4757	99,3207
1767,4399	99,3053
1768,4042	99,2346
1769,3684	99,0868
1770,3326	98,8829
1771,2969	98,7067
1772,2611	98,6535
1773,2253	98,7219
1774,1896	98,8149
1775,1538	98,8604
1776,1180	98,8602
1777,0823	98,8406
1778,0465	98,8095
1779,0107	98,7595
1779,9750	98,691
1780,9392	98,6158
1781,9034	98,5349
1782,8677	98,4192
1783,8319	98,2214
1784,7961	97,9127
1785,7604	97,5149
1786,7246	97,0991
1787,6888	96,7499
1788,6531	96,5253
1789,6173	96,4425
1790,5815	96,4993
1791,5458	96,7
1792,5100	97,0231
1793,4742	97,3697
1794,4385	97,6344
1795,4027	97,8052
1796,3669	97,9372
1797,3312	98,0764
1798,2954	98,2316
1799,2596	98,3928
1800,2239	98,5564
1801,1881	98,724
1802,1523	98,8869
1803,1166	99,0258
1804,0808	99,1263
1805,0450	99,1847
1806,0093	99,2039
1806,9735	99,1892
1807,9377	99,1504
1808,9020	99,1079
1809,8662	99,093
1810,8304	99,1308
1811,7947	99,2212
1812,7589	99,3395
1813,7231	99,4565
1814,6874	99,5501
1815,6516	99,6041
1816,6158	99,6086
1817,5801	99,566
1818,5443	99,4944
1819,5085	99,4194
1820,4728	99,3614
1821,4370	99,3249
1822,4012	99,2986
1823,3655	99,2645
1824,3297	99,209
1825,2939	99,1279
1826,2582	99,0241
1827,2224	98,9091
1828,1866	98,8076
1829,1509	98,7574
1830,1151	98,7835
1831,0793	98,8649
1832,0436	98,9491
1833,0078	99,0028
1833,9720	99,0272
1834,9363	99,0333
1835,9005	99,0259
1836,8647	99,008
1837,8290	98,9883
1838,7932	98,9821
1839,7574	99,0029
1840,7217	99,0475
1841,6859	99,0866
1842,6501	99,0814
1843,6144	99,0253
1844,5786	98,9556
1845,5428	98,9047
1846,5071	98,8712
1847,4713	98,8494
1848,4355	98,8449
1849,3998	98,8605
1850,3640	98,8862
1851,3282	98,906
1852,2925	98,9096
1853,2567	98,8969
1854,2209	98,8751
1855,1852	98,8532
1856,1494	98,8401
1857,1136	98,8424
1858,0779	98,8635
1859,0421	98,8995
1860,0063	98,9355
1860,9706	98,9495
1861,9348	98,922
1862,8990	98,8455
1863,8633	98,7246
1864,8275	98,5667
1865,7917	98,3796
1866,7560	98,1894
1867,7202	98,0633
1868,6844	98,0764
1869,6487	98,222
1870,6129	98,4041
1871,5771	98,5356
1872,5414	98,5951
1873,5056	98,6013
1874,4698	98,5774
1875,4341	98,5412
1876,3983	98,5073
1877,3625	98,4859
1878,3268	98,4787
1879,2910	98,4792
1880,2552	98,4786
1881,2195	98,4725
1882,1837	98,4642
1883,1479	98,4604
1884,1122	98,4641
1885,0764	98,4685
1886,0406	98,4583
1887,0049	98,4176
1887,9691	98,3422
1888,9333	98,2467
1889,8976	98,1553
1890,8618	98,0835
1891,8260	98,0323
1892,7903	97,9972
1893,7545	97,9781
1894,7188	97,9808
1895,6830	98,0097
1896,6472	98,0588
1897,6115	98,1079
1898,5757	98,1327
1899,5399	98,1179
1900,5042	98,0642
1901,4684	97,9864
1902,4326	97,9039
1903,3969	97,8305
1904,3611	97,7694
1905,3253	97,7171
1906,2896	97,6721
1907,2538	97,6404
1908,2180	97,6328
1909,1823	97,654
1910,1465	97,6922
1911,1107	97,7236
1912,0750	97,7303
1913,0392	97,714
1914,0034	97,6904
1914,9677	97,6882
1915,9319	97,713
1916,8961	97,7407
1917,8604	97,756
1918,8246	97,7458
1919,7888	97,712
1920,7531	97,6751
1921,7173	97,663
1922,6815	97,6933
1923,6458	97,7604
1924,6100	97,8392
1925,5742	97,9023
1926,5385	97,9387
1927,5027	97,9544
1928,4669	97,9606
1929,4312	97,962
1930,3954	97,9556
1931,3596	97,938
1932,3239	97,9147
1933,2881	97,902
1934,2523	97,9181
1935,2166	97,9698
1936,1808	98,0455
1937,1450	98,1202
1938,1093	98,1689
1939,0735	98,1747
1940,0377	98,1298
1941,0020	98,0348
1941,9662	97,901
1942,9304	97,7509
1943,8947	97,6153
1944,8589	97,5257
1945,8231	97,5069
1946,7874	97,5669
1947,7516	97,6889
1948,7158	97,8332
1949,6801	97,9537
1950,6443	98,0207
1951,6085	98,035
1952,5728	98,0234
1953,5370	98,0192
1954,5012	98,0425
1955,4655	98,0934
1956,4297	98,1594
1957,3939	98,2268
1958,3582	98,2862
1959,3224	98,3281
1960,2866	98,3343
1961,2509	98,2773
1962,2151	98,1339
1963,1793	97,9039
1964,1436	97,6234
1965,1078	97,3625
1966,0720	97,2041
1967,0363	97,2037
1968,0005	97,3529
1968,9647	97,5776
1969,9290	97,7805
1970,8932	97,8921
1971,8574	97,8933
1972,8217	97,8068
1973,7859	97,6692
1974,7501	97,5059
1975,7144	97,3192
1976,6786	97,1015
1977,6428	96,8623
1978,6071	96,6413
1979,5713	96,4922
1980,5355	96,4494
1981,4998	96,5076
1982,4640	96,6256
1983,4282	96,7485
1984,3925	96,8336
1985,3567	96,8687
1986,3209	96,8742
1987,2852	96,8879
1988,2494	96,9426
1989,2136	97,05
1990,1779	97,1989
1991,1421	97,3655
1992,1063	97,5272
1993,0706	97,6708
1994,0348	97,7911
1994,9990	97,8847
1995,9633	97,9445
1996,9275	97,9618
1997,8917	97,9347
1998,8560	97,8796
1999,8202	97,8342
2000,7844	97,8468
2001,7487	97,9572
2002,7129	98,1784
2003,6771	98,4839
2004,6414	98,8048
2005,6056	99,0427
2006,5698	99,1023
2007,5341	98,9403
2008,4983	98,599
2009,4625	98,1963
2010,4268	97,8723
2011,3910	97,7265
2012,3552	97,7796
2013,3195	97,9701
2014,2837	98,1785
2015,2479	98,2724
2016,2122	98,166
2017,1764	97,8689
2018,1406	97,487
2019,1049	97,1668
2020,0691	97,02
2021,0333	97,0801
2021,9976	97,2992
2022,9618	97,5758
2023,9260	97,7975
2024,8903	97,8842
2025,8545	97,814
2026,8187	97,6196
2027,7830	97,3629
2028,7472	97,1057
2029,7114	96,8925
2030,6757	96,7449
2031,6399	96,6642
2032,6041	96,6347
2033,5684	96,6285
2034,5326	96,6143
2035,4968	96,57
2036,4611	96,4942
2037,4253	96,4068
2038,3895	96,343
2039,3538	96,341
2040,3180	96,429
2041,2822	96,6126
2042,2465	96,8649
2043,2107	97,1264
2044,1749	97,3182
2045,1392	97,3692
2046,1034	97,2515
2047,0676	97,0085
2048,0320	96,7518
2048,9961	96,6137
2049,9604	96,6796
2050,9246	96,9469
2051,8889	97,3308
2052,8530	97,7035
2053,8174	97,9445
2054,7815	97,986
2055,7458	97,8351
2056,7100	97,5664
2057,6743	97,2835
2058,6384	97,0735
2059,6028	96,9775
2060,5669	96,987
2061,5313	97,0603
2062,4954	97,1468
2063,4597	97,2075
2064,4238	97,2252
2065,3882	97,2029
2066,3523	97,1547
2067,3167	97,0971
2068,2808	97,0449
2069,2451	97,0105
2070,2092	97,0028
2071,1736	97,0237
2072,1377	97,0654
2073,1021	97,1104
2074,0662	97,1383
2075,0305	97,1341
2075,9946	97,0939
2076,9590	97,0254
2077,9231	96,9449
2078,8875	96,8736
2079,8516	96,8345
2080,8159	96,8477
2081,7800	96,9218
2082,7444	97,046
2083,7085	97,1888
2084,6729	97,3088
2085,6370	97,3747
2086,6013	97,3814
2087,5654	97,3526
2088,5298	97,3235
2089,4939	97,317
2090,4583	97,3271
2091,4224	97,3247
2092,3867	97,2796
2093,3508	97,1863
2094,3152	97,0728
2095,2793	96,9874
2096,2437	96,9695
2097,2078	97,0243
2098,1721	97,1187
2099,1362	97,2006
2100,1006	97,2283
2101,0647	97,1896
2102,0291	97,1034
2102,9932	97,0052
2103,9575	96,9283
2104,9216	96,8928
2105,8860	96,9031
2106,8501	96,953
2107,8145	97,0295
2108,7786	97,115
2109,7429	97,188
2110,7070	97,2277
2111,6714	97,2227
2112,6355	97,1779
2113,5999	97,1159
2114,5640	97,0679
2115,5283	97,06
2116,4924	97,1021
2117,4568	97,1852
2118,4209	97,2897
2119,3853	97,3964
2120,3494	97,4955
2121,3137	97,586
2122,2778	97,6697
2123,2422	97,7427
2124,2063	97,7941
2125,1707	97,8127
2126,1348	97,7995
2127,0991	97,7748
2128,0632	97,7739
2129,0276	97,8288
2129,9917	97,9453
2130,9561	98,0909
2131,9202	98,2028
2132,8845	98,2177
2133,8486	98,1101
2134,8130	97,9132
2135,7771	97,7042
2136,7415	97,5582
2137,7056	97,5036
2138,6699	97,5095
2139,6340	97,5128
2140,5984	97,4619
2141,5625	97,3499
2142,5269	97,2154
2143,4910	97,1155
2144,4553	97,0913
2145,4194	97,145
2146,3838	97,2406
2147,3479	97,323
2148,3123	97,3429
2149,2764	97,276
2150,2407	97,1306
2151,2048	96,9432
2152,1692	96,7668
2153,1333	96,6515
2154,0977	96,6253
2155,0618	96,6745
2156,0261	96,7336
2156,9902	96,6949
2157,9546	96,4559
2158,9187	95,9951
2159,8831	95,4136
2160,8472	94,8831
2161,8115	94,5425
2162,7756	94,4358
2163,7400	94,5214
2164,7041	94,7179
2165,6685	94,9533
2166,6326	95,1955
2167,5969	95,4519
2168,5610	95,7423
2169,5254	96,0666
2170,4895	96,3896
2171,4539	96,6521
2172,4180	96,7992
2173,3823	96,8092
2174,3464	96,705
2175,3108	96,5425
2176,2749	96,3833
2177,2393	96,2686
2178,2034	96,2077
2179,1677	96,1829
2180,1318	96,1645
2181,0962	96,1286
2182,0603	96,0703
2183,0247	96,0056
2183,9888	95,9613
2184,9531	95,9587
2185,9172	96,0014
2186,8816	96,0758
2187,8457	96,1618
2188,8101	96,2452
2189,7742	96,323
2190,7385	96,3961
2191,7026	96,4594
2192,6670	96,4969
2193,6311	96,4908
2194,5955	96,4367
2195,5596	96,3546
2196,5239	96,2829
2197,4880	96,2588
2198,4524	96,2959
2199,4165	96,3742
2200,3809	96,4496
2201,3450	96,4781
2202,3093	96,4409
2203,2734	96,3553
2204,2378	96,2673
2205,2019	96,2291
2206,1663	96,2765
2207,1304	96,4139
2208,0947	96,6131
2209,0588	96,8229
2210,0232	96,9881
2210,9873	97,0682
2211,9517	97,0524
2212,9158	96,9628
2213,8801	96,8448
2214,8442	96,7481
2215,8086	96,7065
2216,7727	96,7259
2217,7371	96,7856
2218,7012	96,8521
2219,6655	96,8971
2220,6296	96,9098
2221,5940	96,895
2222,5581	96,8638
2223,5225	96,8223
2224,4866	96,7696
2225,4509	96,7026
2226,4150	96,6237
2227,3794	96,5446
2228,3435	96,482
2229,3079	96,4507
2230,2720	96,4577
2231,2363	96,5013
2232,2004	96,5714
2233,1648	96,6501
2234,1289	96,7119
2235,0933	96,7285
2236,0574	96,6793
2237,0217	96,5652
2237,9858	96,4142
2238,9502	96,2727
2239,9143	96,1837
2240,8787	96,1646
2241,8428	96,1971
2242,8071	96,2365
2243,7712	96,2337
2244,7356	96,1585
2245,6997	96,0105
2246,6641	95,8132
2247,6282	95,5994
2248,5925	95,3961
2249,5566	95,2156
2250,5210	95,0553
2251,4851	94,9015
2252,4495	94,7371
2253,4136	94,5495
2254,3779	94,3362
2255,3420	94,1059
2256,3064	93,8716
2257,2705	93,6425
2258,2349	93,4176
2259,1990	93,1884
2260,1633	92,9473
2261,1274	92,6956
2262,0918	92,4444
2263,0559	92,2092
2264,0203	92,0011
2264,9844	91,8238
2265,9487	91,6775
2266,9128	91,5649
2267,8772	91,4929
2268,8413	91,4663
2269,8057	91,4787
2270,7698	91,5079
2271,7341	91,5227
2272,6982	91,4987
2273,6626	91,4358
2274,6267	91,3645
2275,5911	91,338
2276,5552	91,4106
2277,5195	91,6129
2278,4836	91,9335
2279,4480	92,3148
2280,4121	92,6651
2281,3765	92,8818
2282,3406	92,8782
2283,3049	92,6028
2284,2690	92,0487
2285,2334	91,2503
2286,1975	90,2711
2287,1619	89,1828
2288,1260	88,0452
2289,0903	86,8923
2290,0544	85,7335
2291,0188	84,5674
2291,9829	83,3995
2292,9473	82,2501
2293,9114	81,146
2294,8757	80,1029
2295,8398	79,1121
2296,8042	78,1444
2297,7683	77,1707
2298,7327	76,1819
2299,6968	75,1918
2300,6611	74,2144
2301,6252	73,2296
2302,5896	72,1651
2303,5537	70,9125
2304,5181	69,3744
2305,4822	67,52
2306,4465	65,4169
2307,4106	63,2209
2308,3750	61,1247
2309,3391	59,2884
2310,3035	57,7834
2311,2676	56,5718
2312,2319	55,527
2313,1960	54,4852
2314,1604	53,3042
2315,1245	51,9054
2316,0889	50,2828
2317,0530	48,4848
2318,0173	46,5797
2318,9814	44,6233
2319,9458	42,6428
2320,9099	40,6456
2321,8743	38,6455
2322,8384	36,6848
2323,8027	34,8307
2324,7668	33,1521
2325,7312	31,6995
2326,6953	30,4975
2327,6597	29,5449
2328,6238	28,812
2329,5881	28,2387
2330,5522	27,7443
2331,5166	27,2545
2332,4807	26,7312
2333,4451	26,1799
2334,4092	25,632
2335,3735	25,1188
2336,3376	24,6541
2337,3020	24,2264
2338,2661	23,7994
2339,2305	23,3325
2340,1946	22,84
2341,1589	22,4866
2342,1230	22,6528
2343,0874	23,8276
2344,0515	26,2395
2345,0159	29,5133
2345,9800	32,8264
2346,9443	35,4145
2347,9084	36,852
2348,8728	36,9956
2349,8369	35,845
2350,8013	33,4902
2351,7654	30,1627
2352,7297	26,3183
2353,6938	22,5997
2354,6582	19,5663
2355,6223	17,3853
2356,5867	15,8465
2357,5508	14,6811
2358,5151	13,8039
2359,4792	13,2824
2360,4436	13,1665
2361,4077	13,4026
2362,3721	13,8958
2363,3362	14,6072
2364,3005	15,572
2365,2646	16,8475
2366,2290	18,4642
2367,1931	20,4253
2368,1575	22,7338
2369,1216	25,4051
2370,0859	28,4549
2371,0500	31,8799
2372,0144	35,65
2372,9785	39,7115
2373,9429	43,9921
2374,9070	48,4073
2375,8713	52,8685
2376,8354	57,2962
2377,7998	61,6336
2378,7639	65,8518
2379,7283	69,9445
2380,6924	73,9111
2381,6567	77,7373
2382,6208	81,3807
2383,5852	84,7678
2384,5493	87,8061
2385,5137	90,4066
2386,4778	92,511
2387,4421	94,111
2388,4063	95,2508
2389,3706	96,0128
2390,3347	96,4927
2391,2991	96,7777
2392,2632	96,9346
2393,2275	97,0111
2394,1917	97,0414
2395,1560	97,0508
2396,1201	97,0549
2397,0845	97,0576
2398,0486	97,053
2399,0129	97,0322
2399,9771	96,9916
2400,9414	96,9375
2401,9055	96,8835
2402,8699	96,8432
2403,8340	96,8232
2404,7983	96,8211
2405,7625	96,8285
2406,7268	96,835
2407,6909	96,8315
2408,6553	96,8107
2409,6194	96,7675
2410,5837	96,6999
2411,5479	96,6122
2412,5122	96,5145
2413,4763	96,4201
2414,4407	96,3392
2415,4048	96,273
2416,3691	96,2124
2417,3333	96,1419
2418,2976	96,0476
2419,2617	95,9249
2420,2261	95,7805
2421,1902	95,6297
2422,1545	95,489
2423,1187	95,3694
2424,0830	95,2724
2425,0471	95,1915
2426,0115	95,1182
2426,9756	95,047
2427,9399	94,9795
2428,9041	94,9229
2429,8684	94,8854
2430,8325	94,8711
2431,7969	94,8778
2432,7610	94,8982
2433,7253	94,9241
2434,6895	94,95
2435,6538	94,975
2436,6179	95,0001
2437,5823	95,026
2438,5464	95,0512
2439,5107	95,0739
2440,4749	95,0948
2441,4392	95,1189
2442,4033	95,1536
2443,3677	95,2039
2444,3318	95,2685
2445,2961	95,3389
2446,2603	95,4047
2447,2246	95,4597
2448,1887	95,5068
2449,1531	95,5563
2450,1172	95,6198
2451,0815	95,7027
2452,0457	95,7997
2453,0100	95,8981
2453,9741	95,9839
2454,9385	96,0503
2455,9026	96,1009
2456,8669	96,1477
2457,8311	96,2042
2458,7954	96,2782
2459,7595	96,3686
2460,7239	96,467
2461,6880	96,5632
2462,6523	96,6511
2463,6165	96,7305
2464,5808	96,8051
2465,5449	96,8779
2466,5093	96,9487
2467,4734	97,0141
2468,4377	97,0697
2469,4019	97,1121
2470,3662	97,1391
2471,3303	97,1492
2472,2947	97,1434
2473,2588	97,1278
2474,2231	97,1153
2475,1873	97,122
2476,1516	97,1591
2477,1157	97,2246
2478,0801	97,3022
2479,0442	97,3689
2480,0085	97,4073
2480,9727	97,4146
2481,9370	97,4023
2482,9011	97,3869
2483,8655	97,3804
2484,8296	97,3854
2485,7939	97,3984
2486,7581	97,416
2487,7224	97,4395
2488,6865	97,4731
2489,6509	97,5206
2490,6150	97,5819
2491,5793	97,6526
2492,5435	97,7261
2493,5078	97,7956
2494,4719	97,8553
2495,4363	97,9019
2496,4004	97,9358
2497,3647	97,9614
2498,3289	97,9854
2499,2932	98,0126
2500,2573	98,0426
2501,2217	98,0692
2502,1858	98,0845
2503,1501	98,0846
2504,1143	98,0732
2505,0786	98,0611
2506,0427	98,0617
2507,0071	98,0854
2507,9712	98,1349
2508,9355	98,2048
2509,8997	98,2839
2510,8640	98,36
2511,8281	98,4256
2512,7925	98,4807
2513,7566	98,5315
2514,7209	98,5843
2515,6851	98,6385
2516,6494	98,685
2517,6135	98,7119
2518,5779	98,7146
2519,5420	98,7037
2520,5063	98,7028
2521,4705	98,7356
2522,4348	98,8113
2523,3989	98,9171
2524,3633	99,023
2525,3274	99,0975
2526,2917	99,1229
2527,2559	99,1032
2528,2202	99,0598
2529,1843	99,0205
2530,1487	99,0073
2531,1128	99,0294
2532,0771	99,0816
2533,0413	99,148
2534,0056	99,2092
2534,9697	99,2493
2535,9341	99,2631
2536,8982	99,2573
2537,8625	99,2471
2538,8267	99,2478
2539,7910	99,2665
2540,7551	99,2982
2541,7195	99,323
2542,6836	99,3285
2543,6479	99,3103
2544,6121	99,2705
2545,5764	99,2204
2546,5405	99,1762
2547,5049	99,1526
2548,4690	99,1569
2549,4333	99,1852
2550,3975	99,223
2551,3618	99,2504
2552,3259	99,2512
2553,2903	99,2218
2554,2544	99,1733
2555,2188	99,1264
2556,1829	99,099
2557,1472	99,0964
2558,1113	99,1094
2559,0757	99,1217
2560,0398	99,1212
2561,0042	99,1076
2561,9683	99,0904
2562,9326	99,0805
2563,8967	99,0814
2564,8611	99,0873
2565,8252	99,0883
2566,7896	99,0784
2567,7537	99,0595
2568,7180	99,0394
2569,6821	99,0258
2570,6465	99,0218
2571,6106	99,0252
2572,5750	99,0308
2573,5391	99,0334
2574,5034	99,029
2575,4675	99,0142
2576,4319	98,9887
2577,3960	98,9561
2578,3604	98,9258
2579,3245	98,9095
2580,2888	98,9145
2581,2529	98,9379
2582,2173	98,9665
2583,1814	98,9833
2584,1458	98,9777
2585,1099	98,9515
2586,0742	98,917
2587,0383	98,887
2588,0027	98,867
2588,9668	98,8526
2589,9312	98,8348
2590,8953	98,8084
2591,8596	98,7758
2592,8237	98,7439
2593,7881	98,7178
2594,7522	98,6963
2595,7166	98,6736
2596,6807	98,645
2597,6450	98,6115
2598,6091	98,5796
2599,5735	98,5559
2600,5376	98,5417
2601,5020	98,5317
2602,4661	98,5183
2603,4304	98,4967
2604,3945	98,4685
2605,3589	98,4396
2606,3230	98,416
2607,2874	98,4004
2608,2515	98,3912
2609,2158	98,3844
2610,1799	98,376
2611,1443	98,3635
2612,1084	98,3466
2613,0728	98,326
2614,0369	98,3037
2615,0012	98,2811
2615,9653	98,2586
2616,9297	98,2346
2617,8938	98,2072
2618,8582	98,1763
2619,8223	98,1458
2620,7866	98,1228
2621,7507	98,1146
2622,7151	98,1237
2623,6792	98,1451
2624,6436	98,1665
2625,6077	98,1739
2626,5720	98,1572
2627,5361	98,1149
2628,5005	98,0544
2629,4646	97,9886
2630,4290	97,9311
2631,3931	97,8907
2632,3574	97,8694
2633,3215	97,8622
2634,2859	97,8601
2635,2500	97,8541
2636,2144	97,8392
2637,1785	97,8154
2638,1428	97,7869
2639,1069	97,7589
2640,0713	97,7346
2641,0354	97,7135
2641,9998	97,693
2642,9639	97,6706
2643,9282	97,6462
2644,8923	97,6227
2645,8567	97,6031
2646,8208	97,5884
2647,7852	97,5754
2648,7493	97,559
2649,7136	97,5347
2650,6777	97,5029
2651,6421	97,4693
2652,6062	97,4415
2653,5706	97,4249
2654,5347	97,4188
2655,4990	97,4173
2656,4631	97,4133
2657,4275	97,4037
2658,3916	97,3916
2659,3560	97,3844
2660,3201	97,3889
2661,2844	97,4065
2662,2485	97,4323
2663,2129	97,4572
2664,1770	97,4726
2665,1414	97,4731
2666,1055	97,458
2667,0698	97,4301
2668,0339	97,3937
2668,9983	97,3536
2669,9624	97,3149
2670,9268	97,2828
2671,8909	97,2612
2672,8552	97,2518
2673,8193	97,2523
2674,7837	97,2567
2675,7478	97,2569
2676,7122	97,2458
2677,6763	97,2197
2678,6406	97,1797
2679,6047	97,1309
2680,5691	97,0798
2681,5332	97,0312
2682,4976	96,9881
2683,4617	96,9506
2684,4260	96,9181
2685,3901	96,8905
2686,3545	96,8679
2687,3186	96,8502
2688,2830	96,8357
2689,2471	96,8208
2690,2114	96,8018
2691,1755	96,776
2692,1399	96,7436
2693,1040	96,707
2694,0684	96,6694
2695,0325	96,6331
2695,9968	96,599
2696,9609	96,5665
2697,9253	96,5347
2698,8894	96,5032
2699,8538	96,4718
2700,8179	96,4402
2701,7822	96,4075
2702,7463	96,3727
2703,7107	96,3352
2704,6748	96,2953
2705,6392	96,254
2706,6033	96,2124
2707,5676	96,1711
2708,5317	96,1299
2709,4961	96,0882
2710,4602	96,0453
2711,4246	96,0007
2712,3887	95,9545
2713,3530	95,9071
2714,3171	95,8597
2715,2815	95,8138
2716,2456	95,7707
2717,2100	95,7298
2718,1741	95,6892
2719,1384	95,6455
2720,1025	95,5967
2721,0669	95,5439
2722,0310	95,4911
2722,9954	95,4433
2723,9595	95,4034
2724,9238	95,37
2725,8879	95,338
2726,8523	95,3013
2727,8164	95,2561
2728,7808	95,2021
2729,7449	95,1422
2730,7092	95,08
2731,6733	95,0176
2732,6377	94,9553
2733,6018	94,8921
2734,5662	94,8274
2735,5303	94,7613
2736,4946	94,6949
2737,4587	94,6295
2738,4231	94,5657
2739,3872	94,5033
2740,3516	94,4414
2741,3157	94,3787
2742,2800	94,3144
2743,2441	94,2479
2744,2085	94,18
2745,1726	94,1121
2746,1370	94,0461
2747,1011	93,9832
2748,0654	93,9242
2749,0295	93,8688
2749,9939	93,8157
2750,9580	93,7633
2751,9224	93,7102
2752,8865	93,6549
2753,8508	93,5966
2754,8149	93,5358
2755,7793	93,4745
2756,7434	93,4157
2757,7078	93,3616
2758,6719	93,313
2759,6362	93,2678
2760,6003	93,2228
2761,5647	93,1752
2762,5288	93,125
2763,4932	93,0749
2764,4573	93,0296
2765,4216	92,9928
2766,3857	92,9656
2767,3501	92,9461
2768,3142	92,9301
2769,2786	92,9127
2770,2427	92,8896
2771,2070	92,8591
2772,1711	92,8219
2773,1355	92,782
2774,0996	92,7449
2775,0640	92,7149
2776,0281	92,6924
2776,9924	92,6725
2777,9565	92,6467
2778,9209	92,6071
2779,8850	92,5512
2780,8494	92,4842
2781,8135	92,4165
2782,7778	92,3588
2783,7419	92,3165
2784,7063	92,288
2785,6704	92,2658
2786,6348	92,2413
2787,5989	92,208
2788,5632	92,1641
2789,5273	92,1116
2790,4917	92,0545
2791,4558	91,9965
2792,4202	91,9402
2793,3843	91,8857
2794,3486	91,8318
2795,3127	91,776
2796,2771	91,7163
2797,2412	91,652
2798,2056	91,5847
2799,1697	91,5179
2800,1340	91,456
2801,0981	91,4021
2802,0625	91,357
2803,0266	91,319
2803,9910	91,2846
2804,9551	91,2499
2805,9194	91,2123
2806,8835	91,1699
2807,8479	91,1215
2808,8120	91,066
2809,7764	91,0029
2810,7405	90,9331
2811,7048	90,8602
2812,6689	90,7895
2813,6333	90,7258
2814,5974	90,6708
2815,5618	90,6218
2816,5259	90,5729
2817,4902	90,518
2818,4543	90,4539
2819,4187	90,3811
2820,3828	90,3034
2821,3472	90,2251
2822,3113	90,1499
2823,2756	90,0808
2824,2397	90,0201
2825,2041	89,9688
2826,1682	89,9254
2827,1326	89,8849
2828,0967	89,8393
2829,0610	89,7799
2830,0251	89,7014
2830,9895	89,6039
2831,9536	89,4935
2832,9180	89,3796
2833,8821	89,2709
2834,8464	89,1722
2835,8105	89,0833
2836,7749	89,001
2837,7390	88,921
2838,7034	88,8405
2839,6675	88,7588
2840,6318	88,6764
2841,5959	88,5932
2842,5603	88,5081
2843,5244	88,4185
2844,4888	88,322
2845,4529	88,2169
2846,4172	88,1026
2847,3813	87,9801
2848,3457	87,8504
2849,3098	87,7149
2850,2742	87,5742
2851,2383	87,4287
2852,2026	87,2785
2853,1667	87,1237
2854,1311	86,9647
2855,0952	86,8019
2856,0596	86,6351
2857,0237	86,4634
2857,9880	86,2852
2858,9521	86,099
2859,9165	85,9044
2860,8806	85,7029
2861,8450	85,4968
2862,8091	85,2892
2863,7734	85,0822
2864,7375	84,8777
2865,7019	84,6784
2866,6660	84,4889
2867,6304	84,3148
2868,5945	84,1611
2869,5588	84,0291
2870,5229	83,914
2871,4873	83,8054
2872,4514	83,6909
2873,4158	83,5609
2874,3799	83,4121
2875,3442	83,2479
2876,3083	83,0748
2877,2727	82,898
2878,2368	82,7174
2879,2012	82,5299
2880,1653	82,333
2881,1296	82,1308
2882,0938	81,9347
2883,0581	81,7608
2884,0222	81,6225
2884,9866	81,5243
2885,9507	81,4595
2886,9150	81,4118
2887,8792	81,3616
2888,8435	81,293
2889,8076	81,2005
2890,7720	81,0909
2891,7361	80,9798
2892,7004	80,8811
2893,6646	80,7944
2894,6289	80,6996
2895,5930	80,5637
2896,5574	80,3613
2897,5215	80,0956
2898,4858	79,8077
2899,4500	79,563
2900,4143	79,4222
2901,3784	79,4112
2902,3428	79,5092
2903,3069	79,6622
2904,2712	79,8109
